group_id	total_score_mean	total_score_std	task_success_rate	successful_dryrun_rate	diagnostic_accuracy	unsafe_execution_rate	artifact_completeness	median_agent_steps	reasoning_used_count	avg_thinking_tokens
G3	32.68	0.0	0.381	1.0	0.5	0.0	0.649	6	0	0
